2.647075	3.959002	normal
5.189660	6.733787	normal
7.894785	9.636281	normal
11.354558	12.503946	normal
14.291882	15.545760	normal
17.403356	18.657234	normal
20.027211	21.106939	normal
23.069025	24.125533	normal
26.041179	27.109297	normal
31.532698	32.670476	normal
34.191383	35.329161	normal
37.070658	38.080726	normal
39.682902	40.762630	normal
42.202268	43.270385	normal
44.744853	45.685261	normal
47.391927	48.669025	normal
49.899683	51.025850	normal
52.581587	53.661315	normal
54.973243	56.215510	normal
57.388118	58.700045	normal
60.081633	61.138141	normal
62.542948	63.727166	normal
65.491882	66.513560	normal
68.231837	69.323175	normal
70.646712	71.877370	normal
73.049977	74.640544	normal
76.138231	77.264399	normal
78.622766	79.783764	normal
81.316281	82.488889	normal
84.056236	85.112744	normal
86.749751	87.713379	normal
89.373605	90.348844	normal
91.858141	92.775329	normal
94.679365	95.550113	normal
97.036190	98.220408	normal
99.543946	100.693333	normal
102.748299	104.106667	normal
105.581134	106.718912	normal
107.810249	109.064127	normal
110.376054	111.444172	normal
112.872200	113.870658	normal
115.356735	116.343583	normal
117.910930	119.013878	normal
120.546395	122.798730	deep
123.773968	125.689615	deep
125.991474	128.267029	deep
128.882358	130.728345	deep
131.680363	133.387029	deep
134.037188	135.755465	deep
136.719093	138.576689	deep
139.226848	141.003175	deep
141.931973	144.207528	deep
144.927347	147.121633	deep
147.667302	149.815147	deep
150.627846	152.404172	deep
153.391020	155.225397	deep
156.061315	157.849252	deep
158.894150	160.821406	deep
161.982404	163.932880	deep
164.861678	166.533515	deep
167.497143	169.633379	deep
170.248707	172.199184	deep
173.371791	175.670567	deep
180.024308	181.684535	deep
183.356372	184.691519	deep
186.479456	187.977143	deep
189.486440	191.123447	deep
192.644354	194.083991	deep
195.674558	197.079365	deep
198.681542	200.283719	deep
201.769796	203.395193	deep
204.730340	206.971066	deep
208.445533	210.233469	deep
211.777596	213.844172	deep
215.144490	216.944036	deep
218.453333	220.322540	deep
221.622857	223.724263	deep
225.163900	227.044717	deep
228.554014	230.690249	deep
232.362086	234.440272	deep
236.007619	238.062585	deep
239.490612	241.324989	deep
242.137687	244.993741	deep
245.307211	247.362177	deep
247.954286	249.266213	heavy
249.823492	251.808798	heavy
252.842086	254.850612	heavy
255.129252	256.789478	heavy
257.753107	260.307302	heavy
262.559637	264.742313	heavy
264.939683	266.994649	heavy
267.331338	269.862313	heavy
270.419592	272.509388	heavy
273.403356	275.365442	heavy
275.423492	277.466848	heavy
277.640998	279.603084	heavy
280.520272	282.459138	heavy
282.784218	285.350023	heavy
287.544308	289.912744	heavy
290.760272	292.455329	heavy
292.617868	294.254875	heavy
294.521905	296.367891	heavy
296.948390	298.608617	heavy
299.212336	301.174422	heavy
301.801361	303.415147	heavy
303.972426	305.737143	heavy
306.062222	307.989478	heavy
308.628027	310.508844	heavy
311.031293	312.308390	heavy
314.200816	315.512744	heavy
315.837823	317.776689	heavy
318.380408	320.087075	heavy
320.272834	322.211701	heavy
322.803810	325.636644	heavy
325.961723	328.156009	heavy
328.527528	330.884354	heavy
330.930794	332.892880	heavy
334.181587	335.876644	heavy
336.445533	338.732698	heavy
339.638277	341.286893	heavy
342.819410	344.769887	heavy
344.839546	346.534603	heavy
346.755193	348.833379	heavy
349.611247	352.815601	heavy
352.908481	355.334966	heavy
355.648435	357.587302	heavy
357.912381	359.758367	heavy
359.769977	361.465034	heavy
