2.171066	4.609161	normal
4.841361	7.291066	normal
12.387846	14.628571	normal
19.295782	21.791927	normal
21.942857	24.125533	normal
25.147211	27.283447	normal
27.608526	29.535782	normal
30.255601	32.449887	normal
33.378685	35.654240	normal
36.583039	38.661224	normal
39.055964	40.983220	normal
41.110930	43.131066	normal
43.386485	45.348571	normal
46.277370	48.332336	normal
48.692245	50.909751	normal
54.950023	57.016599	normal
57.399728	59.396644	normal
59.686893	61.718639	normal
63.460136	65.700862	normal
66.501950	68.626576	normal
68.974875	71.203991	normal
71.529070	73.433107	normal
74.071655	75.859592	normal
76.184671	77.984218	normal
78.274467	80.201723	normal
80.584853	82.465669	normal
83.057778	85.507483	normal
86.784580	89.060136	normal
89.977324	92.241270	normal
93.471927	95.735873	normal
97.500590	99.288526	normal
100.170884	102.597370	normal
103.723537	105.999093	normal
106.893061	108.913197	normal
109.516916	111.548662	normal
111.966621	114.149297	normal
114.590476	116.819592	normal
117.133061	119.222857	normal
124.772426	127.953560	deep
128.325079	131.482993	deep
131.610703	134.629297	deep
134.815057	137.833651	deep
137.891701	140.422676	deep
140.736145	143.812789	deep
144.462948	147.586032	deep
148.085261	150.918095	deep
151.312834	154.377868	deep
155.399546	158.035011	deep
159.463039	161.970794	deep
162.829932	166.150385	deep
166.719274	170.597007	deep
170.794376	173.662041	deep
173.789751	177.388844	deep
177.446893	180.442268	deep
180.569977	183.751111	deep
184.496564	187.512781	deep
188.109143	190.815711	deep
191.882282	194.680598	deep
195.173743	198.293177	deep
198.866602	201.550233	deep
201.986036	204.967848	deep
205.266029	208.419868	deep
208.511616	212.720558	deep
212.800837	215.931740	deep
216.103767	219.349354	deep
219.475508	223.053682	deep
223.122493	226.287801	deep
226.356612	230.210030	deep
230.301778	234.040511	deep
234.097853	237.251693	deep
237.377846	240.910146	deep
241.345949	243.593777	heavy
243.662588	245.336989	heavy
245.474612	247.745376	heavy
247.802718	249.156002	heavy
249.224813	251.346487	heavy
251.484109	253.181448	heavy
253.296133	255.154031	heavy
255.326058	257.814724	heavy
257.986752	260.005209	heavy
260.131363	262.642965	heavy
262.814993	264.649954	heavy
264.821982	265.968832	heavy
266.094986	268.251065	heavy
268.308407	270.636514	heavy
270.682388	272.058609	heavy
277.907547	279.581949	heavy
279.708103	281.244882	heavy
281.325162	282.873410	heavy
282.965158	284.754245	heavy
284.834525	286.394242	heavy
286.463053	288.424167	heavy
288.515915	290.178849	heavy
290.282065	292.461082	heavy
292.552830	294.777720	heavy
294.949747	296.578275	heavy
296.658555	299.651835	heavy
299.737849	301.354908	heavy
301.458125	303.419239	heavy
303.579798	305.219795	heavy
